mot_cible,nb_ancres,ancres
mander,10,"écrire, demandez, mandé, répondre, demander, apprendre, mande, l'envoyer, envoyer, informer"
mandons,19,"présentes, exposant, resentes, voulons, ordonnons, permettons, demandons, huissier, icelles, nullité, donnons, requis, appartiendra, prions, entendons, iceux, contenu, d'icelles, enregistrer"
mandé,19,"répondu, prié, demandé, raconté, appris, apporté, témoigné, souhaité, envoyé, promis, refusé, oublié, commandé, quitté, envoyée, offert, amené, averti, apris"
mange,14,"fromage, volaille, poire, mangent, cochon, pois, gras, noix, mêle, viande, mouton, manger, graisse, mangeant"
mangeant,15,"bouilli, miel, fromage, légumes, gibier, mangent, graisse, viande, d'herbes, viandes, mange, volaille, cochon, perdrix, boire"
mangent,13,"mêlent, meurent, s'attachent, vivent, trompent, deviennent, aiment, perdent, prennent, passent, travaillent, contentent, craignent"
manger,21,"boire, viande, repas, viandes, rafraîchir, dormir, souper, poulets, mange, nourriture, pain, mangent, fromage, nourrir, mangé, mangeant, dîner, perdrix, lait, gibier, avaler"
mangé,16,"quitté, goûté, bouilli, perdu, oublié, viande, apporté, appris, volé, acheté, coupé, mouillé, rencontré, vécu, cuit, apris"
manie,8,"maniere, maniéré, manière, maniére, niere, étoffe, invention, espéce"
manier,9,"remuer, garnir, nettoyer, attacher, nager, employer, serrer, enfoncer, discerner"
maniere,17,"manière, maniére, maniéré, niere, espece, chose, expression, necessité, matière, methode, matiere, choie, étoffe, proposition, espéce, chore, matire"
manieres,17,"manières, façons, operations, natures, qualite, figures, perfections, choies, pensées, espéces, especes, aions, rencontres, choses, couleurs, inclinations, actions"
manifeste,5,"manifestement, vifible, formellement, évident, exprimée"
manifestement,15,"dogme, formellement, tradition, l'unité, définition, l'apôtre, l'ecriture, clairement, vifible, secondement, l'existence, doctrine, principe, ecriture, argument"
manière,13,"maniére, maniere, maniéré, niere, matière, chose, aventure, espece, invention, figure, espéce, étoffe, expression"
manières,9,"manieres, pensées, façons, inclinations, perfections, rencontres, avantures, couleurs, actions"
maniére,18,"manière, maniere, maniéré, niere, espéce, espece, grosseur, chose, expression, figure, avanture, étoffe, opération, matire, occasion, chore, manoeuvre, choie"
maniéré,12,"manière, maniere, maniére, niere, expression, matière, doctrine, matiere, chose, substance, espece, prononciation"
manne,4,"chair, l'agneau, baume, pain"
manoeuvre,12,"chaloupe, cable, corde, poulie, piéce, gouvernail, pièce, l'ancre, opération, barque, tempête, escadre"
manqua,21,"manqueroit, laissa, contenta, manquera, voulut, n'oublia, promit, doutant, permit, tâcha, n'eut, pria, doutoit, n'ignoroit, pressa, n'eus, douta, résolut, venoit, proposa, pensa"
manquant,4,"fournir, oter, vivres, hazarder"
manque,14,"manquera, n'arrive, manquent, n'cft, laissera, n'et, empêche, n'aura, n'empêche, n'ef, arrive, manqueroit, permet, contribue"
manquent,15,"laissent, manqueront, contentent, s'attachent, veulent, craignent, plaisent, n'ont, mêlent, viennent, perdent, empêchent, trouvent, n'aiment, font"
manquer,7,"perdre, attendre, apporter, esperer, arriver, permettre, causer"
manquera,14,"manqueroit, manqua, manqueront, laissera, manquez, conseille, n'aura, permet, n'entend, manquent, n'aurez, n'et, n'empêche, n'ef"
manqueroit,15,"manqua, manquera, n'ignoroit, n'auroit, n'étoit, doutoit, n'avoit, doutant, vouloit, n'et, n'eut, n'oublia, contenta, n'elt, n'ef"
manqueront,15,"manquent, laissent, n'aiment, n'eurent, manquera, n'auroient, n'avaient, n'étaient, voulaient, n'osent, veulent, contentent, voudroient, n'ont, craignent"
manquez,19,"n'êtes, n'aurez, vouliez, manquera, seriez, souhaitez, deviez, n'avez, pourriez, promets, voudrez, souvenez, attendez, ferez, contentez, cherchez, pourrez, voulez, conseille"
manquoient,9,"manqueront, manquent, n'eurent, n'auroient, alloient, n'étoient, n'avoient, travailloient, ôtoient"
manquoit,17,"n'oublia, manqueroit, n'avoit, doutoit, n'étoit, croyoit, n'ignoroit, paroissoit, trouvoit, voyoit, vouloit, craignoit, favoit, manqua, pouvoit, donnoit, demandoit"
manqué,17,"oublié, voulu, refusé, entrepris, renoncé, consenti, tâché, laissé, commencé, souhaité, paru, travaillé, quitté, demandé, répondu, rencontré, profité"
mante,6,"couverte, ornée, mule, fontaine, broderie, vêtu"
manteau,20,"chapeau, habit, collier, chemise, mouchoir, robe, vêtu, tapis, visage, noir, épée, habillement, fauteuil, bâton, ceinture, drap, velours, l'habit, panier, barbe"
manu,6,"locum, denique, animi, plura, videntur, magno"
manufactures,7,"denrées, etoffes, etrangers, étoffes, marchandises, draps, sucres"
manuscrit,13,"bibliothèque, traduction, l'original, traduit, commentaire, original, manuscrits, latin, recueil, intitulé, bibliotheque, auteur, preface"
manuscrits,12,"commentateurs, critiques, conjecture, auteurs, manuscrit, texte, ecrits, ecrivains, modernes, savans, traduction, écrits"
marais,10,"fontaines, rivieres, rochers, montagnes, fleuves, fleuve, plaine, ruisseau, riviere, bords"
marbre,10,"ornée, orné, rubis, broderie, voute, peinte, tapis, magnifique, statues, antiques"
marc,12,"marcs, poids, grains, onces, tournois, d'or, sols, pese, d'argent, peser, ecus, monnoye"
marcel,3,"villiers, martin, nicolas"
marcellus,13,"lentulus, conful, quintus, clodius, cefar, tribun, césar, caton, lucius, pompée, catilina, marcus, servius"
marcha,25,"marchoit, s'avança, marche, courut, monta, partit, cavalerie, sortit, commandoit, tournai, camp, emporta, l'armée, alla, marcher, rencontra, leva, retourna, tourna, descendit, retira, passa, détachement, poussa, revint"
marchand,16,"négociant, banquier, vendeur, tailleur, porteur, matelot, vendu, l'acheteur, gentilhomme, étranger, charpentier, débiteur, bourgeois, fermier, navire, garçon"
marchande,4,"peuplée, située, navale, rotterdam"
marchandise,18,"marchandises, dises, marchas, l'achat, achat, fret, achetées, vente, denrées, vendeur, négociant, l'acheteur, marchand, prime, achete, troc, vendre, vend"
marchandises,15,"denrées, marchas, dises, marchands, achetées, sucres, vendues, l'achat, etrangers, etoffes, traites, provisions, fret, navires, troc"
marchands,14,"négocians, banquiers, marchandises, etrangers, villeux, denrées, navires, bourgeois, trafiquer, ouvriers, marchas, fermiers, maitres, rouvraies"
marchant,12,"derriere, derrière, s'avança, marchoit, l'épaule, descendit, croupe, affis, marcha, rivage, marche, criant"
marchas,14,"dises, denrées, marchandises, sucres, achetées, etoffes, vendues, l'achat, troc, vendent, etrangers, étoffes, marchands, traites"
marche,15,"marcha, marcher, marchoit, camp, cavalerie, l'armée, camper, chemin, poste, armée, plaine, s'avança, détachement, escadrons, route"
marchent,5,"jettent, sortent, mettent, tombent, passent"
marcher,17,"marche, marcha, descendre, attaquer, combattre, reposer, passer, camper, partir, s'embarquer, lever, aller, battre, monter, courir, conduire, marchoit"
marches,5,"bataillons, escadrons, aîles, murailles, sièges"
marchez,4,"boutiques, ordonnez, venans, vizirs"
marchoient,8,"marchoit, entrerent, vinrent, sortirent, mirent, jetterent, alloient, étoient"
marchoit,18,"marcha, s'avança, courut, rencontra, emporta, sortit, conduisit, commandoit, mena, monta, entra, descendit, tourna, marche, leva, accourut, s'arrêta, poussa"
marché,16,"acheter, bled, semblera, marchas, denrées, heur, achetées, marchand, vivres, achete, vendre, acheté, cabaret, froment, vendu, vente"
marcs,8,"lols, onces, marc, ducats, ecus, florin, muids, pisces"
marcus,7,"lucius, quintus, lentulus, servius, dion, marcellus, conful"
mardi,19,"vendredi, samedi, dimanche, octobre, pâques, novembre, fontainebleau, fevrier, avril, septembre, decembre, février, janvier, matin, versailles, juin, courrier, hier, juillet"
marge,10,"imprimer, d'imprimer, semblera, recueil, lisez, correction, edition, manuscrit, l'original, contenu"
marguerite,10,"catherine, elizabeth, jeanne, marie, cadette, épousa, robert, maria, montfort, aînée"
mari,29,"mary, oncle, frère, frere, epouse, père, douaire, femme, veuve, héritier, mariée, ayeul, maîtresse, gendre, mariage, pcre, neveu, tante, pere, fils, nièce, nourrice, fille, hôte, gouvernante, soeur, amant, abfence, parente"
maria,8,"épousa, aînée, jeanne, cadette, elizabeth, mariée, épousé, cadet"
mariage,21,"marier, mariée, mary, l'infante, mari, gendre, mère, douaire, aînée, testament, épouser, mariées, jeanne, héritier, veuve, maria, epouse, marié, bâtard, nièce, contrat"
mariages,20,"bâtards, tuteurs, cadets, oncles, successions, filles, descendans, mâles, héritiers, patriarches, enfants, noces, meres, donations, reines, mineurs, veuves, légitimes, enfans, femelles"
marie,10,"elizabeth, catherine, jeanne, vierge, jacob, aînée, maria, mariée, épousa, cadette"
marier,21,"épouser, l'épouser, mariée, veuve, mariage, nièce, fille, d'épouser, jeanne, filles, mariées, marié, aînée, soeur, gouvernante, quitter, cadette, maria, l'infante, épousa, noces"
marin,4,"bouilli, mouillé, cochon, vache"
marine,8,"controlleur, intendant, finances, navigation, mariniers, surintendant, matelots, l'amiral"
mariniers,10,"matelots, sergens, navires, vassaux, villeux, marchands, cordages, l'équipage, corsaires, équipages"
marins,6,"cerfs, poissons, loups, rochers, serpens, oiseaux"
maris,20,"meres, veuves, filles, maîtresses, femmes, mariées, enfants, tuteurs, cadets, soeurs, oncles, amies, vieillards, mariages, enfans, freres, peres, garçons, amans, compagnes"
maritime,5,"située, capitale, peuplée, septentrionale, l'amerique"
maritimes,5,"ports, garnisons, l'amerique, catalogne, unies"
marius,3,"claudius, sylla, marcus"
marié,20,"mariée, cadet, épousé, débauché, veuve, enterré, bâtard, mlle, l'aîné, absent, épousa, nièce, maria, retiré, garçon, cadette, aînée, parente, marier, fille"
mariée,21,"aînée, marié, épousé, soeur, épousa, gouvernante, tante, parente, veuve, nièce, fille, cadette, nourrice, jeanne, maria, mlle, mère, marier, mariage, marie, femme"
mariées,15,"filles, maris, veuves, mariée, soeurs, meres, religieuses, mariage, marier, mâles, successions, femelles, femmes, princesses, d'enfans"
mariés,12,"vieillards, mariées, maris, enfants, cadets, jeunes, veuves, bâtards, garçons, d'honnêtes, mariages, filles"
marqua,23,"témoigna, demandoit, raconta, montra, reçut, présenta, écrivit, manda, demanda, attendoit, marquoit, apprit, remit, donna, reçût, accorda, remercia, apporta, parla, donnoit, reconnut, sentit, renvoya"
marquant,7,"donnant, mettant, marque, marquer, donnera, marqua, marquoit"
marque,8,"espece, espéce, expression, preuve, marquer, marquoit, marquant, étoffe"
marquent,8,"suivent, paroissent, font, reçoivent, rencontrent, conviennent, trouvent, portent"
marquer,17,"exprimer, témoigner, expliquer, considerer, donner, nommer, rapporter, connoître, examiner, placer, remarquer, d'expliquer, appliquer, comprendre, fignifier, apprendre, prouver"
marques,5,"louanges, occasions, preuves, d'estime, vertus"
marquez,22,"dites, portez, trouverez, verrez, expliquez, pourrez, donnez, souhaitez, remarquez, tirez, payez, appellez, cherchez, proposez, trouvez, prendrez, regardez, direz, envoyez, j'espere, examinez, avancez"
marquis,10,"grammont, comte, connétable, comtesse, chevalier, gentilhomme, luxembourg, rohan, cadet, louvois"
marquise,9,"angélique, valère, isabelle, nièce, lisette, madame, bonjour, comtesse, tante"
marquoit,19,"marqua, parloit, paroissoit, regardoit, demandoit, voyoit, remarqua, écrivoit, portoit, tenoit, reconnut, faisoit, témoigna, écrivit, donnoit, favoit, montra, demanda, sentit"
marqué,20,"remarqué, raconté, mandé, rapporté, expliqué, apporté, enseigné, parlé, écrit, tiré, changé, prouvé, reçu, porté, gardé, rencontré, dressé, témoigné, choisi, donné"
marquée,7,"passée, écrite, marqué, tirée, observée, faite, exprimée"
marquées,9,"portées, passées, trouvées, mises, tirées, expliquées, susdites, mentionnées, établies"
mars,14,"d'avril, février, juin, d'octobre, septembre, novembre, janvier, d'août, fevrier, juillet, decembre, avril, octobre, samedi"
marseille,8,"bourdeaux, rochelle, bourges, rennes, provence, nantes, rouen, d'anvers"
mart,3,"alias, eodem, mane"
marteau,5,"manche, bâtons, clou, bâton, chevilles"
martial,3,"horace, satyres, virgile"
martin,5,"villiers, germain, sulpice, nicolas, andré"
martyr,9,"apôtre, clement, augustin, evangile, disciple, gregoire, payen, martyre, sauveur"
martyre,11,"sauveur, martyr, epoux, evangile, trépas, l'ange, triomphe, david, vierge, baptême, tombeau"
martyrs,23,"saints, pasteurs, fidèles, prêtres, chrétiens, temples, autels, peres, apôtres, reliques, tombeaux, payens, fideles, vierges, bienheureux, idoles, anges, miracles, papes, morts, profanes, chretiens, cantiques"
mary,17,"douaire, mari, mineur, immeubles, mariage, tuteur, renonciation, héritier, héritiers, legs, donation, débiteur, créancier, femme, majeur, ayeul, pcre"
maréchal,10,"villars, vendôme, louvois, maréchaux, luxembourg, savoie, connétable, régiment, chancelier, colonel"
maréchaux,20,"ducs, prélats, maréchal, lieutenants, cadets, généraux, cardinaux, conseillers, gentilshommes, capitaines, chancelier, bâtards, chevaliers, comtes, dragons, lieutenans, avocats, commandeur, amiral, officiers"
marée,12,"flot, mouiller, l'ancre, détroit, barque, tempête, bord, riviere, gouvernail, aborder, rade, chaloupe"
masque,5,"prétexte, cache, chemise, manteau, robe"
masse,5,"vapeur, liqueur, superficie, veine, substance"
matelot,18,"officier, pilote, vanneau, capitaine, l'équipage, navire, marchand, soldat, vaisseau, l'amiral, valet, maitre, compagnon, commandant, cable, chaloupe, garçon, charpentier"
matelots,17,"capitaines, soldats, mariniers, corsaires, navires, équipages, villeux, marchands, vaisseaux, prisonniers, vivres, chaloupes, l'équipage, vassaux, officiers, cordages, cables"
maternel,19,"ayeul, ainé, bâtard, aîné, parent, aînée, oncles, héritier, cadet, l'aîné, défunt, parenté, oncle, tuteur, pcre, parens, perc, épousé, épousa"
mathieu,7,"nicolas, gregoire, baptiste, bernard, michel, daniel, abbé"
matiere,5,"matière, substance, définition, proposition, espece"
matieres,5,"causes, especes, contestations, choies, observations"
matin,22,"soir, lendemain, foir, dîner, hier, souper, heures, mardi, vendredi, messe, samedi, demain, dimanche, jour, pâques, midi, j'allai, couché, l'heure, promenade, journée, nuit"
matins,7,"momens, diables, jours, moments, dimanches, imaginables, efforts"
matire,10,"vacation, partic, pouir, polir, saie, methode, chore, chosc, polr, depense"
matière,6,"matiere, doctrine, expression, proposition, définition, opération"
matières,4,"matieres, observations, causes, operations"
matres,11,"jurez, vizirs, maitres, sergens, vicaires, ecoliers, colleges, echevins, syndics, procureurs, maîtres"
matrice,9,"l'estomac, intestins, ventre, veine, l'urine, cerveau, poitrine, humeurs, nerfs"
mats,6,"cordages, cables, rames, voiles, barres, bâtons"
maturité,20,"fruit, pommes, poires, cueillir, raisins, recolte, automne, grosseur, saison, graine, fleur, l'automne, poire, tige, raisin, graines, d'hyver, printems, gelée, printemps"
maudit,13,"méchant, traître, l'enfer, diable, coquin, tremble, vilain, mortel, brutal, pierrot, pauvre, perfide, malheureux"
maures,9,"portugais, espagnols, corsaires, hollandois, parthes, anglois, ennemis, francois, habitans"
